0;0;2.0;39.67920585161964;38.36572622779519;25.37095088819227;0.45454545454545453;0.9707419017763845;0.2027168234064786;957
0;0;2.6666666666666665;42.03474484256243;40.618892508143325;24.736156351791532;0.4169381107491857;0.9717698154180239;0.21281216069489686;921
0;0;2.2222222222222223;40.60589519650655;36.42576419213974;27.307860262008735;0.4465065502183406;0.9737991266375546;0.19978165938864628;916
4.0;0;2.4;41.7475935828877;36.73475935828877;28.237433155080215;0.4588235294117647;0.9711229946524064;0.2;935
2.0;0;3.0;44.06716417910448;42.68763326226013;24.911513859275054;0.43176972281449894;0.9722814498933902;0.208955223880597;938
0;0;1.6;40.22762430939227;37.36795580110497;25.480662983425415;0.46408839779005523;0.9712707182320443;0.2132596685082873;905
0;0;2.0;40.168502202643175;39.236784140969164;23.84361233480176;0.473568281938326;0.9713656387665198;0.21145374449339208;908
0;0;2.0;37.493136219640974;36.900739176346356;24.517423442449843;0.4118268215417107;0.9767687434002112;0.19640971488912354;947
0;0;1.8571428571428572;43.05987394957983;41.246848739495796;26.28886554621849;0.4317226890756303;0.9726890756302521;0.1953781512605042;952
1.0;0;1.5555555555555556;43.03062302006336;42.389651531151;24.05491024287223;0.4033790918690602;0.9746568109820486;0.1890179514255544;947
